id,name,rate_country_id:id
external_rate_city_Bingen_am_Rhein_Germany,Bingen am Rhein,rate_card.external_rate_country_Germany
external_rate_city_Nordenham_Germany,Nordenham,rate_card.external_rate_country_Germany
external_rate_city_Zirndorf_Germany,Zirndorf,rate_card.external_rate_country_Germany
external_rate_city_Selm_Germany,Selm,rate_card.external_rate_country_Germany
external_rate_city_Bad_Honnef_am_Rhein_Germany,Bad Honnef am Rhein,rate_card.external_rate_country_Germany
external_rate_city_Lubbecke_Germany,Lubbecke,rate_card.external_rate_country_Germany
external_rate_city_Harsewinkel_Germany,Harsewinkel,rate_card.external_rate_country_Germany
external_rate_city_Unterhaching_Germany,Unterhaching,rate_card.external_rate_country_Germany
external_rate_city_Lindau_Germany,Lindau,rate_card.external_rate_country_Germany
external_rate_city_Schleswig_Germany,Schleswig,rate_card.external_rate_country_Germany
external_rate_city_Kulmbach_Germany,Kulmbach,rate_card.external_rate_country_Germany
external_rate_city_Helmstedt_Germany,Helmstedt,rate_card.external_rate_country_Germany
external_rate_city_Horb_am_Neckar_Germany,Horb am Neckar,rate_card.external_rate_country_Germany
external_rate_city_Rinteln_Germany,Rinteln,rate_card.external_rate_country_Germany
external_rate_city_Ellwangen_Germany,Ellwangen,rate_card.external_rate_country_Germany
external_rate_city_Friedrichsdorf_Germany,Friedrichsdorf,rate_card.external_rate_country_Germany
external_rate_city_Geretsried_Germany,Geretsried,rate_card.external_rate_country_Germany
external_rate_city_Sankt_Wendel_Germany,Sankt Wendel,rate_card.external_rate_country_Germany
external_rate_city_Idstein_Germany,Idstein,rate_card.external_rate_country_Germany
external_rate_city_Vaterstetten_Germany,Vaterstetten,rate_card.external_rate_country_Germany
external_rate_city_Verl_Germany,Verl,rate_card.external_rate_country_Germany
external_rate_city_Rottweil_Germany,Rottweil,rate_card.external_rate_country_Germany
external_rate_city_Brilon_Germany,Brilon,rate_card.external_rate_country_Germany
external_rate_city_Sangerhausen_Germany,Sangerhausen,rate_card.external_rate_country_Germany
external_rate_city_Ohringen_Germany,Ohringen,rate_card.external_rate_country_Germany
external_rate_city_Roth_Germany,Roth,rate_card.external_rate_country_Germany
external_rate_city_Lennestadt_Germany,Lennestadt,rate_card.external_rate_country_Germany
external_rate_city_Wiehl_Germany,Wiehl,rate_card.external_rate_country_Germany
external_rate_city_Salzkotten_Germany,Salzkotten,rate_card.external_rate_country_Germany
external_rate_city_Obertshausen_Germany,Obertshausen,rate_card.external_rate_country_Germany
external_rate_city_Ludinghausen_Germany,Ludinghausen,rate_card.external_rate_country_Germany
external_rate_city_Weingarten_Germany,Weingarten,rate_card.external_rate_country_Germany
external_rate_city_Delitzsch_Germany,Delitzsch,rate_card.external_rate_country_Germany
external_rate_city_Pfungstadt_Germany,Pfungstadt,rate_card.external_rate_country_Germany
external_rate_city_Petershagen_Germany,Petershagen,rate_card.external_rate_country_Germany
external_rate_city_Norden_Germany,Norden,rate_card.external_rate_country_Germany
external_rate_city_Espelkamp_Germany,Espelkamp,rate_card.external_rate_country_Germany
external_rate_city_Ditzingen_Germany,Ditzingen,rate_card.external_rate_country_Germany
external_rate_city_Olpe_Germany,Olpe,rate_card.external_rate_country_Germany
external_rate_city_Plettenberg_Germany,Plettenberg,rate_card.external_rate_country_Germany
external_rate_city_Bad_Oldesloe_Germany,Bad Oldesloe,rate_card.external_rate_country_Germany
external_rate_city_Schmallenberg_Germany,Schmallenberg,rate_card.external_rate_country_Germany
external_rate_city_Meckenheim_Germany,Meckenheim,rate_card.external_rate_country_Germany
external_rate_city_Sprockhovel_Germany,Sprockhovel,rate_card.external_rate_country_Germany
external_rate_city_Syke_Germany,Syke,rate_card.external_rate_country_Germany
external_rate_city_Zittau_Germany,Zittau,rate_card.external_rate_country_Germany
external_rate_city_Rudolstadt_Germany,Rudolstadt,rate_card.external_rate_country_Germany
external_rate_city_Meiningen_Germany,Meiningen,rate_card.external_rate_country_Germany
external_rate_city_Warstein_Germany,Warstein,rate_card.external_rate_country_Germany
external_rate_city_Waldshut-Tiengen_Germany,Waldshut-Tiengen,rate_card.external_rate_country_Germany
external_rate_city_Rathenow_Germany,Rathenow,rate_card.external_rate_country_Germany
external_rate_city_Ronnenberg_Germany,Ronnenberg,rate_card.external_rate_country_Germany
external_rate_city_Bad_Mergentheim_Germany,Bad Mergentheim,rate_card.external_rate_country_Germany
external_rate_city_Isernhagen-Sud_Germany,Isernhagen-Sud,rate_card.external_rate_country_Germany
external_rate_city_Markkleeberg_Germany,Markkleeberg,rate_card.external_rate_country_Germany
external_rate_city_Haren_Germany,Haren,rate_card.external_rate_country_Germany
external_rate_city_Waldkraiburg_Germany,Waldkraiburg,rate_card.external_rate_country_Germany
external_rate_city_Attendorn_Germany,Attendorn,rate_card.external_rate_country_Germany
external_rate_city_Herzogenaurach_Germany,Herzogenaurach,rate_card.external_rate_country_Germany
external_rate_city_Varel_Germany,Varel,rate_card.external_rate_country_Germany
external_rate_city_Bedburg_Germany,Bedburg,rate_card.external_rate_country_Germany
external_rate_city_Freudenstadt_Germany,Freudenstadt,rate_card.external_rate_country_Germany
external_rate_city_Stassfurt_Germany,Stassfurt,rate_card.external_rate_country_Germany
external_rate_city_Calw_Germany,Calw,rate_card.external_rate_country_Germany
external_rate_city_Ubach-Palenberg_Germany,Ubach-Palenberg,rate_card.external_rate_country_Germany
external_rate_city_Sehnde_Germany,Sehnde,rate_card.external_rate_country_Germany
external_rate_city_Eisenhuttenstadt_Germany,Eisenhuttenstadt,rate_card.external_rate_country_Germany
external_rate_city_Wandlitz_Germany,Wandlitz,rate_card.external_rate_country_Germany
external_rate_city_Juchen_Germany,Juchen,rate_card.external_rate_country_Germany
external_rate_city_Alfter_Germany,Alfter,rate_card.external_rate_country_Germany
external_rate_city_Westerstede_Germany,Westerstede,rate_card.external_rate_country_Germany
external_rate_city_Limbach-Oberfrohna_Germany,Limbach-Oberfrohna,rate_card.external_rate_country_Germany
external_rate_city_Dobeln_Germany,Dobeln,rate_card.external_rate_country_Germany
external_rate_city_Starnberg_Germany,Starnberg,rate_card.external_rate_country_Germany
external_rate_city_Husum_Germany,Husum,rate_card.external_rate_country_Germany
external_rate_city_Korbach_Germany,Korbach,rate_card.external_rate_country_Germany
external_rate_city_Gelnhausen_Germany,Gelnhausen,rate_card.external_rate_country_Germany
external_rate_city_Salzwedel_Germany,Salzwedel,rate_card.external_rate_country_Germany
external_rate_city_Kaltenkirchen_Germany,Kaltenkirchen,rate_card.external_rate_country_Germany
external_rate_city_Hannoversch_Munden_Germany,Hannoversch Munden,rate_card.external_rate_country_Germany
external_rate_city_Sonneberg_Germany,Sonneberg,rate_card.external_rate_country_Germany
external_rate_city_Mosbach_Germany,Mosbach,rate_card.external_rate_country_Germany
external_rate_city_Dillenburg_Germany,Dillenburg,rate_card.external_rate_country_Germany
external_rate_city_Senftenberg_Germany,Senftenberg,rate_card.external_rate_country_Germany
external_rate_city_Netphen_Germany,Netphen,rate_card.external_rate_country_Germany
external_rate_city_Leutkirch_im_Allgau_Germany,Leutkirch im Allgau,rate_card.external_rate_country_Germany
external_rate_city_Warburg_Germany,Warburg,rate_card.external_rate_country_Germany
external_rate_city_Quedlinburg_Germany,Quedlinburg,rate_card.external_rate_country_Germany
external_rate_city_Gersthofen_Germany,Gersthofen,rate_card.external_rate_country_Germany
external_rate_city_Wertheim_Germany,Wertheim,rate_card.external_rate_country_Germany
external_rate_city_Rastede_Germany,Rastede,rate_card.external_rate_country_Germany
external_rate_city_Karben_Germany,Karben,rate_card.external_rate_country_Germany
external_rate_city_Bad_Soden_am_Taunus_Germany,Bad Soden am Taunus,rate_card.external_rate_country_Germany
external_rate_city_Vreden_Germany,Vreden,rate_card.external_rate_country_Germany
external_rate_city_Uberlingen_Germany,Uberlingen,rate_card.external_rate_country_Germany
external_rate_city_Apolda_Germany,Apolda,rate_card.external_rate_country_Germany
external_rate_city_Weilheim_Germany,Weilheim,rate_card.external_rate_country_Germany
external_rate_city_Bad_Kissingen_Germany,Bad Kissingen,rate_card.external_rate_country_Germany
external_rate_city_Bad_Salzungen_Germany,Bad Salzungen,rate_card.external_rate_country_Germany
external_rate_city_Wallenhorst_Germany,Wallenhorst,rate_card.external_rate_country_Germany
external_rate_city_Nagold_Germany,Nagold,rate_card.external_rate_country_Germany
external_rate_city_Lengerich_Germany,Lengerich,rate_card.external_rate_country_Germany
external_rate_city_Friesoythe_Germany,Friesoythe,rate_card.external_rate_country_Germany
external_rate_city_Kitzingen_Germany,Kitzingen,rate_card.external_rate_country_Germany
external_rate_city_Edewecht_Germany,Edewecht,rate_card.external_rate_country_Germany
external_rate_city_Senden_Germany,Senden,rate_card.external_rate_country_Germany
external_rate_city_Neusass_Germany,Neusass,rate_card.external_rate_country_Germany
external_rate_city_Laupheim_Germany,Laupheim,rate_card.external_rate_country_Germany
external_rate_city_Herdecke_Germany,Herdecke,rate_card.external_rate_country_Germany
external_rate_city_Burg_Germany,Burg,rate_card.external_rate_country_Germany
external_rate_city_Stadthagen_Germany,Stadthagen,rate_card.external_rate_country_Germany
external_rate_city_Budingen_Germany,Budingen,rate_card.external_rate_country_Germany
external_rate_city_Haar_Germany,Haar,rate_card.external_rate_country_Germany
external_rate_city_Metzingen_Germany,Metzingen,rate_card.external_rate_country_Germany
external_rate_city_Donaueschingen_Germany,Donaueschingen,rate_card.external_rate_country_Germany
external_rate_city_Ottobrunn_Germany,Ottobrunn,rate_card.external_rate_country_Germany
external_rate_city_Bad_Rappenau_Germany,Bad Rappenau,rate_card.external_rate_country_Germany
external_rate_city_Versmold_Germany,Versmold,rate_card.external_rate_country_Germany
external_rate_city_Eppingen_Germany,Eppingen,rate_card.external_rate_country_Germany
external_rate_city_Radevormwald_Germany,Radevormwald,rate_card.external_rate_country_Germany
external_rate_city_Ilsede_Germany,Ilsede,rate_card.external_rate_country_Germany
external_rate_city_Waldkirch_Germany,Waldkirch,rate_card.external_rate_country_Germany
external_rate_city_Heide_Germany,Heide,rate_card.external_rate_country_Germany
external_rate_city_Eschborn_Germany,Eschborn,rate_card.external_rate_country_Germany
external_rate_city_Karlsfeld_Germany,Karlsfeld,rate_card.external_rate_country_Germany
external_rate_city_Schwetzingen_Germany,Schwetzingen,rate_card.external_rate_country_Germany
external_rate_city_Gardelegen_Germany,Gardelegen,rate_card.external_rate_country_Germany
external_rate_city_Elsdorf_Germany,Elsdorf,rate_card.external_rate_country_Germany
external_rate_city_Glauchau_Germany,Glauchau,rate_card.external_rate_country_Germany
external_rate_city_Aichach_Germany,Aichach,rate_card.external_rate_country_Germany
external_rate_city_Sonthofen_Germany,Sonthofen,rate_card.external_rate_country_Germany
external_rate_city_Florsheim_Germany,Florsheim,rate_card.external_rate_country_Germany
external_rate_city_Soltau_Germany,Soltau,rate_card.external_rate_country_Germany
external_rate_city_Eislingen_Germany,Eislingen,rate_card.external_rate_country_Germany
external_rate_city_Hockenheim_Germany,Hockenheim,rate_card.external_rate_country_Germany
external_rate_city_Bad_Harzburg_Germany,Bad Harzburg,rate_card.external_rate_country_Germany
external_rate_city_Muhldorf_Germany,Muhldorf,rate_card.external_rate_country_Germany
external_rate_city_Geseke_Germany,Geseke,rate_card.external_rate_country_Germany
external_rate_city_Bad_Krozingen_Germany,Bad Krozingen,rate_card.external_rate_country_Germany
external_rate_city_Lindlar_Germany,Lindlar,rate_card.external_rate_country_Germany
external_rate_city_Spremberg_Germany,Spremberg,rate_card.external_rate_country_Germany
external_rate_city_Xanten_Germany,Xanten,rate_card.external_rate_country_Germany
external_rate_city_Seligenstadt_Germany,Seligenstadt,rate_card.external_rate_country_Germany
external_rate_city_Stadtallendorf_Germany,Stadtallendorf,rate_card.external_rate_country_Germany
external_rate_city_Zerbst_Germany,Zerbst,rate_card.external_rate_country_Germany
external_rate_city_Eckernforde_Germany,Eckernforde,rate_card.external_rate_country_Germany
external_rate_city_Gunzburg_Germany,Gunzburg,rate_card.external_rate_country_Germany
external_rate_city_Rees_Germany,Rees,rate_card.external_rate_country_Germany
external_rate_city_Osterode_Germany,Osterode,rate_card.external_rate_country_Germany
external_rate_city_Waghausel_Germany,Waghausel,rate_card.external_rate_country_Germany
external_rate_city_Zossen_Germany,Zossen,rate_card.external_rate_country_Germany
external_rate_city_Puchheim_Germany,Puchheim,rate_card.external_rate_country_Germany
external_rate_city_Sondershausen_Germany,Sondershausen,rate_card.external_rate_country_Germany
external_rate_city_Gauting_Germany,Gauting,rate_card.external_rate_country_Germany
external_rate_city_Traunstein_Germany,Traunstein,rate_card.external_rate_country_Germany
external_rate_city_Wildeshausen_Germany,Wildeshausen,rate_card.external_rate_country_Germany
external_rate_city_Schramberg_Germany,Schramberg,rate_card.external_rate_country_Germany
external_rate_city_Wipperfurth_Germany,Wipperfurth,rate_card.external_rate_country_Germany
external_rate_city_Traunreut_Germany,Traunreut,rate_card.external_rate_country_Germany
external_rate_city_Wulfrath_Germany,Wulfrath,rate_card.external_rate_country_Germany
external_rate_city_Germersheim_Germany,Germersheim,rate_card.external_rate_country_Germany
external_rate_city_Gross-Umstadt_Germany,Gross-Umstadt,rate_card.external_rate_country_Germany
external_rate_city_Zulpich_Germany,Zulpich,rate_card.external_rate_country_Germany
external_rate_city_Nordlingen_Germany,Nordlingen,rate_card.external_rate_country_Germany
external_rate_city_Mossingen_Germany,Mossingen,rate_card.external_rate_country_Germany
external_rate_city_Herborn_Germany,Herborn,rate_card.external_rate_country_Germany
external_rate_city_Luckenwalde_Germany,Luckenwalde,rate_card.external_rate_country_Germany
external_rate_city_Bruchkobel_Germany,Bruchkobel,rate_card.external_rate_country_Germany
external_rate_city_Meinerzhagen_Germany,Meinerzhagen,rate_card.external_rate_country_Germany
external_rate_city_Stadtlohn_Germany,Stadtlohn,rate_card.external_rate_country_Germany
external_rate_city_Schortens_Germany,Schortens,rate_card.external_rate_country_Germany
external_rate_city_Wittmund_Germany,Wittmund,rate_card.external_rate_country_Germany
external_rate_city_Horstel_Germany,Horstel,rate_card.external_rate_country_Germany
external_rate_city_Enger_Germany,Enger,rate_card.external_rate_country_Germany
external_rate_city_Werdau_Germany,Werdau,rate_card.external_rate_country_Germany
external_rate_city_Nidderau_Germany,Nidderau,rate_card.external_rate_country_Germany
external_rate_city_Steinhagen_Germany,Steinhagen,rate_card.external_rate_country_Germany
external_rate_city_Schwanewede_Germany,Schwanewede,rate_card.external_rate_country_Germany
external_rate_city_Bad_Waldsee_Germany,Bad Waldsee,rate_card.external_rate_country_Germany
external_rate_city_Bockum_Germany,Bockum,rate_card.external_rate_country_Germany
external_rate_city_Schifferstadt_Germany,Schifferstadt,rate_card.external_rate_country_Germany
external_rate_city_Dingolfing_Germany,Dingolfing,rate_card.external_rate_country_Germany
external_rate_city_Neufahrn_bei_Freising_Germany,Neufahrn bei Freising,rate_card.external_rate_country_Germany
external_rate_city_Wachtberg_Germany,Wachtberg,rate_card.external_rate_country_Germany
external_rate_city_Frondenberg_Germany,Frondenberg,rate_card.external_rate_country_Germany
external_rate_city_Coswig_Germany,Coswig,rate_card.external_rate_country_Germany
external_rate_city_Uetze_Germany,Uetze,rate_card.external_rate_country_Germany
external_rate_city_Dulken_Germany,Dulken,rate_card.external_rate_country_Germany
external_rate_city_Greiz_Germany,Greiz,rate_card.external_rate_country_Germany
external_rate_city_Hassloch_Germany,Hassloch,rate_card.external_rate_country_Germany
external_rate_city_Reichenbach/Vogtland_Germany,Reichenbach/Vogtland,rate_card.external_rate_country_Germany
external_rate_city_Neustrelitz_Germany,Neustrelitz,rate_card.external_rate_country_Germany
external_rate_city_Duderstadt_Germany,Duderstadt,rate_card.external_rate_country_Germany
external_rate_city_Bad_Schwartau_Germany,Bad Schwartau,rate_card.external_rate_country_Germany
external_rate_city_Blieskastel_Germany,Blieskastel,rate_card.external_rate_country_Germany
external_rate_city_Ochtrup_Germany,Ochtrup,rate_card.external_rate_country_Germany
external_rate_city_Telgte_Germany,Telgte,rate_card.external_rate_country_Germany
external_rate_city_Lichtenfels_Germany,Lichtenfels,rate_card.external_rate_country_Germany
external_rate_city_Schopfheim_Germany,Schopfheim,rate_card.external_rate_country_Germany
external_rate_city_Giengen_an_der_Brenz_Germany,Giengen an der Brenz,rate_card.external_rate_country_Germany
external_rate_city_Kurten_Germany,Kurten,rate_card.external_rate_country_Germany
external_rate_city_Holzminden_Germany,Holzminden,rate_card.external_rate_country_Germany
external_rate_city_Leinefelde_Germany,Leinefelde,rate_card.external_rate_country_Germany
external_rate_city_Oberkirch_Germany,Oberkirch,rate_card.external_rate_country_Germany
external_rate_city_Schmalkalden_Germany,Schmalkalden,rate_card.external_rate_country_Germany
external_rate_city_Tettnang_Germany,Tettnang,rate_card.external_rate_country_Germany
external_rate_city_Donauworth_Germany,Donauworth,rate_card.external_rate_country_Germany
external_rate_city_Dillingen_Germany,Dillingen,rate_card.external_rate_country_Germany
external_rate_city_Korntal-Munchingen_Germany,Korntal-Munchingen,rate_card.external_rate_country_Germany
external_rate_city_Waldbrol_Germany,Waldbrol,rate_card.external_rate_country_Germany
external_rate_city_Hiddenhausen_Germany,Hiddenhausen,rate_card.external_rate_country_Germany
external_rate_city_Nottuln_Germany,Nottuln,rate_card.external_rate_country_Germany
external_rate_city_Gerlingen_Germany,Gerlingen,rate_card.external_rate_country_Germany
external_rate_city_Moosburg_Germany,Moosburg,rate_card.external_rate_country_Germany
external_rate_city_Torgau_Germany,Torgau,rate_card.external_rate_country_Germany
external_rate_city_Wilnsdorf_Germany,Wilnsdorf,rate_card.external_rate_country_Germany
external_rate_city_Ennigerloh_Germany,Ennigerloh,rate_card.external_rate_country_Germany
external_rate_city_Wittlich_Germany,Wittlich,rate_card.external_rate_country_Germany
external_rate_city_Marsberg_Germany,Marsberg,rate_card.external_rate_country_Germany
external_rate_city_Sarstedt_Germany,Sarstedt,rate_card.external_rate_country_Germany
external_rate_city_Grobenzell_Germany,Grobenzell,rate_card.external_rate_country_Germany
external_rate_city_Mayen_Germany,Mayen,rate_card.external_rate_country_Germany
external_rate_city_Schenefeld_Germany,Schenefeld,rate_card.external_rate_country_Germany
external_rate_city_Oschersleben_Germany,Oschersleben,rate_card.external_rate_country_Germany
external_rate_city_Buckeburg_Germany,Buckeburg,rate_card.external_rate_country_Germany
external_rate_city_Haiger_Germany,Haiger,rate_card.external_rate_country_Germany
external_rate_city_Bad_Aibling_Germany,Bad Aibling,rate_card.external_rate_country_Germany
external_rate_city_Bad_Pyrmont_Germany,Bad Pyrmont,rate_card.external_rate_country_Germany
external_rate_city_Rhede_Germany,Rhede,rate_card.external_rate_country_Germany
external_rate_city_Engelskirchen_Germany,Engelskirchen,rate_card.external_rate_country_Germany
external_rate_city_Wenden_Germany,Wenden,rate_card.external_rate_country_Germany
external_rate_city_Eschwege_Germany,Eschwege,rate_card.external_rate_country_Germany
external_rate_city_Borna_Germany,Borna,rate_card.external_rate_country_Germany
external_rate_city_Molln_Germany,Molln,rate_card.external_rate_country_Germany
external_rate_city_Mullheim_Germany,Mullheim,rate_card.external_rate_country_Germany
external_rate_city_Hechingen_Germany,Hechingen,rate_card.external_rate_country_Germany
external_rate_city_Weil_der_Stadt_Germany,Weil der Stadt,rate_card.external_rate_country_Germany
external_rate_city_Sulzbach-Rosenberg_Germany,Sulzbach-Rosenberg,rate_card.external_rate_country_Germany
external_rate_city_Bad_Driburg_Germany,Bad Driburg,rate_card.external_rate_country_Germany
external_rate_city_Annaberg-Buchholz_Germany,Annaberg-Buchholz,rate_card.external_rate_country_Germany
external_rate_city_Burghausen_Germany,Burghausen,rate_card.external_rate_country_Germany
external_rate_city_Nauen_Germany,Nauen,rate_card.external_rate_country_Germany
external_rate_city_Wassenberg_Germany,Wassenberg,rate_card.external_rate_country_Germany
external_rate_city_Wolfratshausen_Germany,Wolfratshausen,rate_card.external_rate_country_Germany
external_rate_city_Heusenstamm_Germany,Heusenstamm,rate_card.external_rate_country_Germany
external_rate_city_Haldensleben_Germany,Haldensleben,rate_card.external_rate_country_Germany
external_rate_city_Alzey_Germany,Alzey,rate_card.external_rate_country_Germany
external_rate_city_Gilching_Germany,Gilching,rate_card.external_rate_country_Germany
external_rate_city_Schkeuditz_Germany,Schkeuditz,rate_card.external_rate_country_Germany
external_rate_city_Bad_Tolz_Germany,Bad Tolz,rate_card.external_rate_country_Germany
external_rate_city_Schonefeld_Germany,Schonefeld,rate_card.external_rate_country_Germany
external_rate_city_Blankenburg_Germany,Blankenburg,rate_card.external_rate_country_Germany
external_rate_city_Seesen_Germany,Seesen,rate_card.external_rate_country_Germany
external_rate_city_Sommerda_Germany,Sommerda,rate_card.external_rate_country_Germany
external_rate_city_Schwalmtal_Germany,Schwalmtal,rate_card.external_rate_country_Germany
external_rate_city_Schneverdingen_Germany,Schneverdingen,rate_card.external_rate_country_Germany
external_rate_city_Eitorf_Germany,Eitorf,rate_card.external_rate_country_Germany
external_rate_city_Lebach_Germany,Lebach,rate_card.external_rate_country_Germany
external_rate_city_Pfullingen_Germany,Pfullingen,rate_card.external_rate_country_Germany
external_rate_city_Radeberg_Germany,Radeberg,rate_card.external_rate_country_Germany
external_rate_city_Burscheid_Germany,Burscheid,rate_card.external_rate_country_Germany
external_rate_city_Kolbermoor_Germany,Kolbermoor,rate_card.external_rate_country_Germany
external_rate_city_Neviges_Germany,Neviges,rate_card.external_rate_country_Germany
external_rate_city_Bad_Berleburg_Germany,Bad Berleburg,rate_card.external_rate_country_Germany
external_rate_city_Prenzlau_Germany,Prenzlau,rate_card.external_rate_country_Germany
external_rate_city_Bad_Reichenhall_Germany,Bad Reichenhall,rate_card.external_rate_country_Germany
external_rate_city_Hemmingen_Germany,Hemmingen,rate_card.external_rate_country_Germany
external_rate_city_Weissenburg_Germany,Weissenburg,rate_card.external_rate_country_Germany
external_rate_city_Alzenau_in_Unterfranken_Germany,Alzenau in Unterfranken,rate_card.external_rate_country_Germany
external_rate_city_Bad_Durkheim_Germany,Bad Durkheim,rate_card.external_rate_country_Germany
external_rate_city_Marktoberdorf_Germany,Marktoberdorf,rate_card.external_rate_country_Germany
external_rate_city_Bremervorde_Germany,Bremervorde,rate_card.external_rate_country_Germany
external_rate_city_Alfeld_Germany,Alfeld,rate_card.external_rate_country_Germany
external_rate_city_Bergneustadt_Germany,Bergneustadt,rate_card.external_rate_country_Germany
external_rate_city_Uetersen_Germany,Uetersen,rate_card.external_rate_country_Germany
external_rate_city_Renningen_Germany,Renningen,rate_card.external_rate_country_Germany
external_rate_city_Rhynern_Germany,Rhynern,rate_card.external_rate_country_Germany
external_rate_city_Crimmitschau_Germany,Crimmitschau,rate_card.external_rate_country_Germany
external_rate_city_Glinde_Germany,Glinde,rate_card.external_rate_country_Germany
external_rate_city_Hochheim_am_Main_Germany,Hochheim am Main,rate_card.external_rate_country_Germany
external_rate_city_Rhaude_Germany,Rhaude,rate_card.external_rate_country_Germany
external_rate_city_Vlotho_Germany,Vlotho,rate_card.external_rate_country_Germany
external_rate_city_Schwalmstadt_Germany,Schwalmstadt,rate_card.external_rate_country_Germany
external_rate_city_Vellmar_Germany,Vellmar,rate_card.external_rate_country_Germany
external_rate_city_Hoppegarten_Germany,Hoppegarten,rate_card.external_rate_country_Germany
external_rate_city_Hessisch_Oldendorf_Germany,Hessisch Oldendorf,rate_card.external_rate_country_Germany
external_rate_city_Bonen_Germany,Bonen,rate_card.external_rate_country_Germany
external_rate_city_Lahnstein_Germany,Lahnstein,rate_card.external_rate_country_Germany
external_rate_city_Vechelde_Germany,Vechelde,rate_card.external_rate_country_Germany
external_rate_city_Kronberg_Germany,Kronberg,rate_card.external_rate_country_Germany
external_rate_city_Konz_Germany,Konz,rate_card.external_rate_country_Germany
external_rate_city_Sigmaringen_Germany,Sigmaringen,rate_card.external_rate_country_Germany
external_rate_city_Illertissen_Germany,Illertissen,rate_card.external_rate_country_Germany
external_rate_city_Worth_am_Rhein_Germany,Worth am Rhein,rate_card.external_rate_country_Germany
external_rate_city_Puttlingen_Germany,Puttlingen,rate_card.external_rate_country_Germany
external_rate_city_Parchim_Germany,Parchim,rate_card.external_rate_country_Germany
external_rate_city_Bad_Segeberg_Germany,Bad Segeberg,rate_card.external_rate_country_Germany
external_rate_city_Taufkirchen_Germany,Taufkirchen,rate_card.external_rate_country_Germany
external_rate_city_Heusweiler_Germany,Heusweiler,rate_card.external_rate_country_Germany
external_rate_city_Grossenhain_Germany,Grossenhain,rate_card.external_rate_country_Germany
external_rate_city_Bobingen_Germany,Bobingen,rate_card.external_rate_country_Germany
external_rate_city_Ismaning_Germany,Ismaning,rate_card.external_rate_country_Germany
external_rate_city_Frankenberg_Germany,Frankenberg,rate_card.external_rate_country_Germany
external_rate_city_Buchen_in_Odenwald_Germany,Buchen in Odenwald,rate_card.external_rate_country_Germany
external_rate_city_Halstenbek_Germany,Halstenbek,rate_card.external_rate_country_Germany
external_rate_city_Forst_(Lausitz)_Germany,Forst (Lausitz),rate_card.external_rate_country_Germany
external_rate_city_Werdohl_Germany,Werdohl,rate_card.external_rate_country_Germany
external_rate_city_Freilassing_Germany,Freilassing,rate_card.external_rate_country_Germany
external_rate_city_Oberasbach_Germany,Oberasbach,rate_card.external_rate_country_Germany
external_rate_city_Freudenberg_Germany,Freudenberg,rate_card.external_rate_country_Germany
external_rate_city_Weilerswist_Germany,Weilerswist,rate_card.external_rate_country_Germany
external_rate_city_Auerbach_Germany,Auerbach,rate_card.external_rate_country_Germany
external_rate_city_Schrobenhausen_Germany,Schrobenhausen,rate_card.external_rate_country_Germany
external_rate_city_Bad_Munder_am_Deister_Germany,Bad Munder am Deister,rate_card.external_rate_country_Germany
external_rate_city_Kreuzau_Germany,Kreuzau,rate_card.external_rate_country_Germany
external_rate_city_Diepholz_Germany,Diepholz,rate_card.external_rate_country_Germany
external_rate_city_Bad_Sackingen_Germany,Bad Sackingen,rate_card.external_rate_country_Germany
external_rate_city_Nidda_Germany,Nidda,rate_card.external_rate_country_Germany
external_rate_city_Bexbach_Germany,Bexbach,rate_card.external_rate_country_Germany
external_rate_city_Damme_Germany,Damme,rate_card.external_rate_country_Germany
external_rate_city_Bad_Wildungen_Germany,Bad Wildungen,rate_card.external_rate_country_Germany
external_rate_city_Trossingen_Germany,Trossingen,rate_card.external_rate_country_Germany
external_rate_city_Garching_bei_Munchen_Germany,Garching bei Munchen,rate_card.external_rate_country_Germany
external_rate_city_Stockach_Germany,Stockach,rate_card.external_rate_country_Germany
external_rate_city_Numbrecht_Germany,Numbrecht,rate_card.external_rate_country_Germany
external_rate_city_Sinzig_Germany,Sinzig,rate_card.external_rate_country_Germany
external_rate_city_Remagen_Germany,Remagen,rate_card.external_rate_country_Germany
external_rate_city_Cham_Germany,Cham,rate_card.external_rate_country_Germany
external_rate_city_Babenhausen_Germany,Babenhausen,rate_card.external_rate_country_Germany
external_rate_city_Kelsterbach_Germany,Kelsterbach,rate_card.external_rate_country_Germany
external_rate_city_Gescher_Germany,Gescher,rate_card.external_rate_country_Germany
external_rate_city_Bad_Langensalza_Germany,Bad Langensalza,rate_card.external_rate_country_Germany
external_rate_city_Schwarzenbek_Germany,Schwarzenbek,rate_card.external_rate_country_Germany
external_rate_city_Schwalbach_Germany,Schwalbach,rate_card.external_rate_country_Germany
external_rate_city_Holzwickede_Germany,Holzwickede,rate_card.external_rate_country_Germany
external_rate_city_Horn-Bad_Meinberg_Germany,Horn-Bad Meinberg,rate_card.external_rate_country_Germany
external_rate_city_Brand_Germany,Brand,rate_card.external_rate_country_Germany
external_rate_city_Bad_Munstereifel_Germany,Bad Munstereifel,rate_card.external_rate_country_Germany
external_rate_city_Gunzenhausen_Germany,Gunzenhausen,rate_card.external_rate_country_Germany
external_rate_city_Oerlinghausen_Germany,Oerlinghausen,rate_card.external_rate_country_Germany
